,months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,insured_zip,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_date,incident_severity,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,policy_state_IN,policy_state_OH,insured_sex_MALE,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen
460,271,44.0,247801,18-03-2008,1,500,1340.71,600153,2,78,0,0,14-02-2015,1,134,9657 5th Ave,16,1,1,2,2,1,76230.0,6930,13860.0,55440,33,1997,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,410,54.0,171147,29-08-2010,0,2000,714.03,465979,4,63,0,-17000,16-02-2015,1,145,5765 Washington St,0,1,2,0,2,1,59520.0,9920,9920.0,39680,13,2001,N,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
462,448,57.0,431283,31-03-2005,0,2000,1376.16,466555,6,78,38600,-50300,04-02-2015,0,152,5997 Embaracadero Drive,10,3,1,2,1,0,47760.0,5970,5970.0,35820,20,2013,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,218,41.0,461962,25-12-2013,0,500,914.22,444155,3,85,37900,-72900,22-01-2015,2,157,1738 Solo Lane,14,3,1,2,0,1,84590.0,15380,7690.0,61520,25,2013,N,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,43,38.0,149467,11-03-2014,2,1000,1601.47,465764,6,54,64400,0,15-02-2015,2,149,2903 Weaver Drive,1,3,2,2,2,0,61650.0,6850,6850.0,47950,23,2006,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,33,33.0,758740,04-08-1997,2,1000,1096.79,446898,0,54,45500,-60600,07-01-2015,0,157,8926 Texas Ridge,16,1,0,2,1,0,81400.0,8140,8140.0,65120,15,1998,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466,126,34.0,628337,14-11-2007,0,2000,1078.22,453274,5,72,54500,0,23-02-2015,0,145,4231 3rd Ave,2,3,1,0,1,2,58410.0,10620,5310.0,42480,24,2007,N,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,411,56.0,574637,30-07-1992,1,1000,1595.28,479320,1,63,0,0,06-01-2015,0,157,8049 4th St,23,3,0,0,0,0,38610.0,3510,3510.0,31590,33,2007,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,225,37.0,373600,01-12-2000,0,1000,1217.84,443462,2,53,49600,0,07-02-2015,1,122,6501 5th Drive,19,3,0,2,2,1,57600.0,9600,9600.0,38400,33,2015,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
469,35,35.0,930032,10-09-2002,0,2000,1117.42,446158,6,63,0,-51900,14-02-2015,1,141,7909 Andromedia Hwy,23,3,1,2,2,1,53190.0,5910,11820.0,35460,35,1996,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,460,57.0,396590,07-11-1997,0,2000,1567.37,602514,3,74,62500,0,15-02-2015,0,134,5865 Sky Lane,10,1,0,2,3,1,58300.0,5830,11660.0,40810,24,2014,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
471,195,38.0,238412,18-05-1993,2,2000,1294.93,477356,4,78,38000,-50300,14-02-2015,1,157,1957 Washington Ave,12,3,2,1,2,1,64620.0,7180,0.0,57440,37,2003,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
472,360,51.0,484321,11-07-1996,1,1000,1152.12,434669,6,69,0,-62400,05-02-2015,2,134,7649 Texas St,15,3,1,2,0,2,90480.0,15080,15080.0,60320,16,2000,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
473,300,49.0,795847,17-12-1995,0,1000,1441.21,609322,6,53,0,0,04-01-2015,3,149,1992 Britain Drive,3,1,1,1,0,1,7080.0,1180,1180.0,4720,24,2001,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,245,42.0,218456,16-07-2002,2,1000,1575.74,614265,3,76,0,-68900,20-02-2015,1,157,9685 Sky Ridge,19,1,0,2,2,0,6490.0,590,1180.0,4720,28,2011,Y,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475,146,36.0,792673,12-04-2013,2,2000,1233.96,606177,5,71,34500,-60600,05-02-2015,2,141,3457 Texas Lane,16,3,1,1,1,1,55900.0,5590,5590.0,44720,23,2015,N,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,67,29.0,662256,13-11-1995,1,1000,1861.43,461514,2,65,60400,-67800,15-01-2015,0,149,7693 Cherokee Lane,16,1,1,0,3,2,63800.0,6380,6380.0,51040,28,1998,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,380,56.0,971338,04-11-2004,0,1000,1570.86,454685,4,53,66000,0,05-01-2015,2,145,3167 4th Ridge,10,1,0,0,1,2,58160.0,7270,7270.0,43620,27,1996,Y,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,389,53.0,714738,21-03-1998,2,2000,791.47,477260,5,69,0,0,01-01-2015,1,134,1617 Rock Drive,6,1,1,1,2,1,6300.0,630,1260.0,4410,18,2001,Y,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,317,46.0,753844,22-07-1999,1,1000,1012.78,469126,4,76,43700,0,26-01-2015,0,152,7877 3rd Ridge,18,1,1,2,1,1,104610.0,19020,19020.0,66570,20,1999,Y,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
480,264,44.0,976645,28-02-2010,0,500,1047.06,443402,1,76,0,0,13-02-2015,0,157,9325 Lincoln Drive,20,3,1,0,2,1,69850.0,12700,6350.0,50800,21,1999,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
481,20,21.0,918037,30-01-2005,1,1000,1390.29,479408,5,71,0,-41200,14-01-2015,1,122,5855 Apache St,14,1,1,0,0,0,62900.0,12580,6290.0,44030,36,2006,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,116,30.0,996253,29-11-2001,2,500,951.46,467227,3,54,0,-35500,31-01-2015,0,134,1328 Texas Lane,8,3,1,0,3,0,59670.0,6630,6630.0,46410,33,2004,Y,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
483,222,40.0,373731,24-12-2012,0,1000,1226.78,468433,3,69,49600,-49200,22-01-2015,1,157,4567 Pine Ave,17,2,2,2,0,0,81500.0,16300,8150.0,57050,18,2013,N,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,439,56.0,836272,11-05-1997,0,500,1280.9,604289,2,69,48900,-40900,30-01-2015,1,157,7575 Pine St,9,1,1,2,0,0,50000.0,15000,5000.0,30000,42,2009,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,66,28.0,167231,26-01-1994,0,2000,1472.77,471366,0,65,0,-31700,17-02-2015,2,157,2850 Washington St,0,1,0,2,1,0,48290.0,8780,8780.0,30730,24,1995,N,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
486,128,29.0,743330,04-11-2010,2,1000,1878.44,450746,2,71,0,-76000,20-02-2015,2,134,9169 Cherokee Hwy,2,1,1,0,0,0,59070.0,5370,5370.0,48330,30,2003,N,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,69,24.0,807369,19-06-1992,2,500,1418.5,614948,2,69,0,0,04-02-2015,1,157,6443 Washington Ridge,23,3,0,0,0,1,63300.0,12660,6330.0,44310,43,2012,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,294,46.0,735307,02-06-2010,0,500,1532.8,473935,1,85,0,0,23-02-2015,2,145,6751 5th Hwy,8,1,1,0,3,2,65780.0,11960,11960.0,41860,20,2013,N,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
489,19,29.0,789208,12-10-2002,1,500,1304.35,617267,3,72,0,0,08-02-2015,2,149,2289 Weaver Ridge,6,3,1,0,2,0,75400.0,11600,11600.0,52200,37,2005,Y,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,191,33.0,585324,25-02-2008,2,2000,1551.61,470670,2,69,45000,-30400,21-02-2015,1,152,8306 1st Drive,3,1,2,1,1,1,2250.0,250,250.0,1750,20,2005,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
491,4,39.0,498759,05-09-1996,0,1000,1326.98,450368,2,93,64200,0,13-01-2015,1,145,2603 Andromedia Hwy,14,3,2,1,3,0,54120.0,4510,9020.0,40590,25,2007,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,298,49.0,795004,16-03-1998,1,500,862.92,448809,4,93,0,-71700,17-01-2015,0,122,6479 Francis Ave,16,3,1,0,2,1,69480.0,11580,11580.0,46320,27,2007,N,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,231,43.0,203250,22-04-2010,0,2000,1331.69,469653,5,65,0,0,18-02-2015,1,145,6428 Andromedia Lane,12,1,0,1,2,1,66950.0,10300,10300.0,46350,30,2015,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,338,47.0,430794,25-01-2008,1,2000,1486.04,615688,0,69,0,-56200,14-01-2015,0,122,9081 Cherokee Hwy,1,3,1,2,3,0,64100.0,12820,6410.0,44870,43,2014,Y,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,261,46.0,156636,10-09-2000,0,1000,870.55,465631,6,85,0,-49400,27-01-2015,1,157,1532 Washington St,19,1,0,0,3,0,80280.0,13380,13380.0,53520,24,2013,N,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,321,44.0,284143,23-04-2008,2,2000,1344.56,443344,0,93,0,-39100,12-02-2015,3,145,4625 MLK Drive,7,1,0,1,2,1,4680.0,520,0.0,4160,36,1999,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,32.0,740518,18-02-2011,2,1000,1377.04,441363,1,78,61400,-41100,17-01-2015,1,157,1529 Elm Ridge,6,4,0,1,1,1,39720.0,6620,6620.0,26480,36,2002,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,405,58.0,445289,24-04-2012,1,500,1237.88,462683,4,76,0,-46900,13-01-2015,0,152,2086 Francis Drive,11,1,0,0,0,0,63580.0,5780,5780.0,52020,20,1997,Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,304,49.0,599262,25-09-2001,0,1000,1525.86,463184,6,74,0,0,21-01-2015,1,145,9066 Best Ridge,2,1,2,1,1,2,73370.0,13340,6670.0,53360,27,2013,N,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,1,29.0,357949,24-05-2006,2,500,854.58,612826,3,74,52200,0,01-01-2015,1,122,7178 Best Drive,15,1,0,2,3,2,86790.0,7890,20545.0,55230,20,2003,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,26,39.0,493161,30-01-1992,1,1000,770.76,433155,5,78,0,-53700,18-02-2015,0,149,9821 Francis Ave,0,1,1,0,2,0,49800.0,9960,4980.0,34860,20,2015,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
502,202,38.0,320251,24-01-2009,0,2000,1132.74,616120,0,69,0,-37500,04-02-2015,0,141,7061 Cherokee Drive,12,1,2,1,1,1,77440.0,7040,14080.0,56320,23,2005,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
503,289,48.0,231127,29-08-1995,2,500,1173.37,461744,6,54,0,-42700,09-01-2015,2,157,1325 1st Lane,1,1,0,1,0,0,42900.0,8580,0.0,34320,20,1999,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,61,26.0,766193,31-07-2011,0,2000,1188.28,475916,3,53,0,-53800,14-02-2015,0,141,3769 Sky St,16,2,2,1,0,1,53820.0,11960,5980.0,35880,27,2015,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
505,334,46.0,555374,05-01-2013,0,1000,876.88,454434,4,76,0,0,03-01-2015,1,141,8489 Pine Hwy,2,1,1,2,1,1,57330.0,12740,6370.0,38220,25,1998,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
506,12,24.0,491484,18-11-1994,2,1000,1143.95,464353,6,78,51400,0,04-02-2015,1,134,6329 Apache Ave,13,3,1,2,1,0,53370.0,5930,5930.0,41510,23,2011,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,86,29.0,925128,30-08-2014,0,2000,1409.06,610302,2,85,74200,-68100,30-01-2015,1,122,9293 Pine Lane,0,1,1,2,2,2,62920.0,9680,14520.0,38720,36,2005,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,83,24.0,265093,01-01-2006,2,1000,1070.63,462106,2,93,0,0,20-02-2015,2,152,9224 Sky Drive,0,3,0,0,1,1,61600.0,6160,12320.0,43120,20,2003,N,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
509,126,30.0,267808,10-09-1998,2,2000,916.13,431389,1,76,55300,-58400,07-01-2015,2,145,8862 Maple Ridge,16,3,2,2,0,1,74160.0,6180,12360.0,55620,27,2002,N,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
510,209,38.0,116735,28-01-2010,1,500,1191.5,442866,2,71,38600,-52900,31-01-2015,2,152,3492 Flute Lane,8,1,1,2,0,0,80100.0,8900,8900.0,62300,37,2015,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
511,283,48.0,963680,04-01-2003,2,1000,1474.66,446755,3,76,0,-46200,17-02-2015,3,141,6484 Tree Drive,9,1,0,2,3,1,6560.0,820,820.0,4920,35,2003,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512,194,34.0,445694,24-05-2004,1,1000,1193.45,464743,3,71,0,0,24-01-2015,2,145,4554 Sky Ave,11,1,0,2,1,2,58800.0,11760,5880.0,41160,31,1997,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
513,184,38.0,215534,12-09-1994,1,1000,1437.53,437889,1,72,0,0,02-02-2015,1,122,5201 Texas Hwy,6,3,0,0,2,1,53730.0,11940,5970.0,35820,43,2013,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
514,479,60.0,232854,07-07-1997,0,2000,1304.83,473638,1,71,0,0,09-01-2015,2,152,3982 Weaver Lane,18,1,1,0,0,1,60600.0,5050,10100.0,45450,22,2001,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,284,48.0,168260,01-03-1991,1,1000,1168.8,444232,3,78,0,-42400,28-02-2015,2,122,3660 Andromedia Hwy,11,1,0,0,3,2,35750.0,6500,3250.0,26000,27,2001,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
516,65,27.0,538955,29-09-2001,0,1000,1164.97,477695,1,65,43000,-42500,17-01-2015,2,152,7135 Flute Lane,17,1,0,1,2,2,42840.0,3570,7140.0,32130,22,2004,N,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
517,222,39.0,243226,10-01-2012,1,1000,1232.72,458237,2,69,87800,-51200,09-02-2015,0,157,4414 Solo Drive,21,3,0,1,0,1,87960.0,14660,14660.0,58640,42,1999,Y,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
518,196,41.0,246435,05-07-2001,1,2000,1800.76,441499,3,63,0,-78600,14-01-2015,1,141,2920 5th Ave,0,3,1,1,0,1,47800.0,4780,4780.0,38240,25,2009,N,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
519,253,43.0,582480,07-08-1991,2,500,1187.01,613436,0,78,46300,-33000,02-02-2015,3,122,2986 MLK Drive,9,1,1,0,1,0,3840.0,640,640.0,2560,24,2014,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
520,280,43.0,345539,24-07-2012,0,1000,1559.34,448912,3,72,0,-51600,17-02-2015,2,134,1580 Maple Lane,1,1,1,0,2,0,77000.0,14000,7000.0,56000,12,2004,N,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,5,26.0,924318,27-07-2014,1,2000,1137.02,468872,6,53,31500,0,25-01-2015,2,157,3706 Texas Hwy,22,1,2,1,3,0,88110.0,16020,16020.0,56070,32,2003,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
522,220,42.0,726880,08-08-1994,0,1000,1281.72,619811,1,53,33500,-49500,13-02-2015,1,145,9109 Britain Drive,20,4,1,0,2,2,47740.0,4340,4340.0,39060,22,2005,N,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
